"Scenario_14_(0,0,4): MCU1(O1:ON, O2:ON); MCU2(O1:ON, O2:ON); MCU3(O1:ON, O2:ON); MCU4(O1:ON, O2:ON)"
Step,Time,Event,Outputs Ops,Relays Ops,M1.O1,M1.O2,M1.R1,M1.R2,M1.R3,M1.R4,M1.EV1 Available Power,M1.EV1 Max Require Power,M1.EV1 SOC,M1.EV2 Available Power,M1.EV2 Max Require Power,M1.EV2 SOC,M2.O1,M2.O2,M2.R1,M2.R2,M2.R3,M2.R4,M2.EV1 Available Power,M2.EV1 Max Require Power,M2.EV1 SOC,M2.EV2 Available Power,M2.EV2 Max Require Power,M2.EV2 SOC,M3.O1,M3.O2,M3.R1,M3.R2,M3.R3,M3.R4,M3.EV1 Available Power,M3.EV1 Max Require Power,M3.EV1 SOC,M3.EV2 Available Power,M3.EV2 Max Require Power,M3.EV2 SOC,M4.O1,M4.O2,M4.R1,M4.R2,M4.R3,M4.R4,M4.EV1 Available Power,M4.EV1 Max Require Power,M4.EV1 SOC,M4.EV2 Available Power,M4.EV2 Max Require Power,M4.EV2 SOC
652,T652: 10:52,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%
653,T653: 10:53,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%
654,T654: 10:54,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,184kW,38.6%,125kW,184kW,38.6%
655,T655: 10:55,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.6%,125kW,183kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.6%,125kW,183kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.6%,125kW,183kW,38.6%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.6%,125kW,183kW,38.6%
656,T656: 10:56,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%
657,T657: 10:57,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%
658,T658: 10:58,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.7%,125kW,183kW,38.7%
659,T659: 10:59,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%
660,T660: 11:00,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%
661,T661: 11:01,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%
662,T662: 11:02,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.8%,125kW,183kW,38.8%
663,T663: 11:03,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.9%,125kW,183kW,38.9%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.9%,125kW,183kW,38.9%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.9%,125kW,183kW,38.9%,ON,ON,OFF,ON,OFF,ON,125kW,183kW,38.9%,125kW,183kW,38.9%
664,T664: 11:04,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,182kW,38.9%,125kW,182kW,38.9%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,38.9%,125kW,182kW,38.9%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,38.9%,125kW,182kW,38.9%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,38.9%,125kW,182kW,38.9%
665,T665: 11:05,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,182kW,38.9%,125kW,182kW,38.9%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,38.9%,125kW,182kW,38.9%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,38.9%,125kW,182kW,38.9%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,38.9%,125kW,182kW,38.9%
666,T666: 11:06,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%
667,T667: 11:07,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%
668,T668: 11:08,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%
669,T669: 11:09,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.0%,125kW,182kW,39.0%
670,T670: 11:10,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.1%,125kW,182kW,39.1%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.1%,125kW,182kW,39.1%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.1%,125kW,182kW,39.1%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.1%,125kW,182kW,39.1%
671,T671: 11:11,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.1%,125kW,182kW,39.1%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.1%,125kW,182kW,39.1%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.1%,125kW,182kW,39.1%,ON,ON,OFF,ON,OFF,ON,125kW,182kW,39.1%,125kW,182kW,39.1%
672,T672: 11:12,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.1%,125kW,181kW,39.1%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.1%,125kW,181kW,39.1%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.1%,125kW,181kW,39.1%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.1%,125kW,181kW,39.1%
673,T673: 11:13,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%
674,T674: 11:14,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%
675,T675: 11:15,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%
676,T676: 11:16,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.2%,125kW,181kW,39.2%
677,T677: 11:17,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.3%,125kW,181kW,39.3%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.3%,125kW,181kW,39.3%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.3%,125kW,181kW,39.3%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.3%,125kW,181kW,39.3%
678,T678: 11:18,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.3%,125kW,181kW,39.3%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.3%,125kW,181kW,39.3%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.3%,125kW,181kW,39.3%,ON,ON,OFF,ON,OFF,ON,125kW,181kW,39.3%,125kW,181kW,39.3%
679,T679: 11:19,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.3%,125kW,180kW,39.3%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.3%,125kW,180kW,39.3%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.3%,125kW,180kW,39.3%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.3%,125kW,180kW,39.3%
680,T680: 11:20,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%
681,T681: 11:21,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%
682,T682: 11:22,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%
683,T683: 11:23,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.4%,125kW,180kW,39.4%
684,T684: 11:24,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.5%,125kW,180kW,39.5%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.5%,125kW,180kW,39.5%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.5%,125kW,180kW,39.5%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.5%,125kW,180kW,39.5%
685,T685: 11:25,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.5%,125kW,180kW,39.5%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.5%,125kW,180kW,39.5%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.5%,125kW,180kW,39.5%,ON,ON,OFF,ON,OFF,ON,125kW,180kW,39.5%,125kW,180kW,39.5%
686,T686: 11:26,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.5%,125kW,179kW,39.5%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.5%,125kW,179kW,39.5%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.5%,125kW,179kW,39.5%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.5%,125kW,179kW,39.5%
687,T687: 11:27,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%
688,T688: 11:28,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%
689,T689: 11:29,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%
690,T690: 11:30,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.6%,125kW,179kW,39.6%
691,T691: 11:31,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.7%,125kW,179kW,39.7%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.7%,125kW,179kW,39.7%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.7%,125kW,179kW,39.7%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.7%,125kW,179kW,39.7%
692,T692: 11:32,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.7%,125kW,179kW,39.7%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.7%,125kW,179kW,39.7%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.7%,125kW,179kW,39.7%,ON,ON,OFF,ON,OFF,ON,125kW,179kW,39.7%,125kW,179kW,39.7%
693,T693: 11:33,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.7%,125kW,178kW,39.7%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.7%,125kW,178kW,39.7%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.7%,125kW,178kW,39.7%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.7%,125kW,178kW,39.7%
694,T694: 11:34,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%
695,T695: 11:35,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%
696,T696: 11:36,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%
697,T697: 11:37,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.8%,125kW,178kW,39.8%
698,T698: 11:38,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.9%,125kW,178kW,39.9%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.9%,125kW,178kW,39.9%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.9%,125kW,178kW,39.9%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.9%,125kW,178kW,39.9%
699,T699: 11:39,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.9%,125kW,178kW,39.9%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.9%,125kW,178kW,39.9%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.9%,125kW,178kW,39.9%,ON,ON,OFF,ON,OFF,ON,125kW,178kW,39.9%,125kW,178kW,39.9%
700,T700: 11:40,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,177kW,39.9%,125kW,177kW,39.9%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,39.9%,125kW,177kW,39.9%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,39.9%,125kW,177kW,39.9%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,39.9%,125kW,177kW,39.9%
701,T701: 11:41,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%
702,T702: 11:42,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%
703,T703: 11:43,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%
704,T704: 11:44,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.0%,125kW,177kW,40.0%
705,T705: 11:45,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%
706,T706: 11:46,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%
707,T707: 11:47,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.1%,125kW,177kW,40.1%
708,T708: 11:48,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.2%,125kW,177kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.2%,125kW,177kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.2%,125kW,177kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,177kW,40.2%,125kW,177kW,40.2%
709,T709: 11:49,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%
710,T710: 11:50,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%
711,T711: 11:51,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.2%,125kW,176kW,40.2%
712,T712: 11:52,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%
713,T713: 11:53,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%
714,T714: 11:54,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%
715,T715: 11:55,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.3%,125kW,176kW,40.3%
716,T716: 11:56,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%
717,T717: 11:57,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%
718,T718: 11:58,-,-,-,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%,ON,ON,OFF,ON,OFF,ON,125kW,176kW,40.4%,125kW,176kW,40.4%
